path	node_id	zone_id	zone_label	status	classes	functions	lines	bytes	sha256
src/mechanist/InspectableFeatureTable.java	M_src_mechanist_InspectableFeatureTable_java	UI_RENDER	UI Render Surfaces	positioned	2	3	48	6556	f4158744f7c30a3ade4eb2c62138d154cf2c71573f00e989047883d62c0989a7
src/mechanist/IntegratedLocalMultiplayerHost.java	M_src_mechanist_IntegratedLocalMultiplayerHost_java	RUNTIME_OPTIONS	Runtime Options	positioned	2	6	72	4246	a9da61ef6491a5197a66a79ac6a8466f9c87663b5e4d78fd27305a7b0b08f950
src/mechanist/InternalServerSessionAuthority.java	M_src_mechanist_InternalServerSessionAuthority_java	UI_INPUT	UI Input Navigation	positioned	2	12	63	2546	6268900bfa5d684ebd28b305277c381f0d4b935f6a39b0b9ec80d8118449b013
src/mechanist/IntroCrawlSurfacePainter.java	M_src_mechanist_IntroCrawlSurfacePainter_java	UI_RENDER	UI Render Surfaces	positioned	1	7	159	7313	a715807dbabf1fd1dfddddca6303f0e293381cb0c9c97cb97d411ffdc81284a5
src/mechanist/IntrusionDetectionEngine.java	M_src_mechanist_IntrusionDetectionEngine_java	UI_RENDER	UI Render Surfaces	positioned	10	22	275	14957	bca83e93519264c02dfb9bb140ff833e57105470f901c1d7f865f33c326ff40c
src/mechanist/InventoryPanelKeyController.java	M_src_mechanist_InventoryPanelKeyController_java	UI_RENDER	UI Render Surfaces	positioned	1	2	45	1780	33ee68025ceec3828e1080acc764345d948df9a46f518ac674352992e6401138
src/mechanist/InventoryTransactionGuard.java	M_src_mechanist_InventoryTransactionGuard_java	UI_INPUT	UI Input Navigation	positioned	8	21	190	10989	37f71f1301e91e8adb98458a9901c8685c22d1c8629e9d0149edd78c3f3cfb22
src/mechanist/ItemEconomyFramework.java	M_src_mechanist_ItemEconomyFramework_java	UI_RENDER	UI Render Surfaces	positioned	15	71	1327	224524	14124c5b75ce187f5bbda5229c16dbb1c0ecb7726b148b88c3232da9e10d607d
src/mechanist/ItemSemanticAssetAuthority.java	M_src_mechanist_ItemSemanticAssetAuthority_java	UI_INPUT	UI Input Navigation	positioned	1	7	146	7040	f38db940fdfee215be787213ef757ca0251ab2b4525703f77092d643fc4745f7
src/mechanist/JvmRuntimeOptionsSubsystem.java	M_src_mechanist_JvmRuntimeOptionsSubsystem_java	UI_RENDER	UI Render Surfaces	positioned	1	11	88	4268	6a1e545494baff37cf64462a19e4ce6c4ebea63128c898bd9e997a48b7389c61
src/mechanist/JvmRuntimeProfileAuthority.java	M_src_mechanist_JvmRuntimeProfileAuthority_java	UI_RENDER	UI Render Surfaces	positioned	6	26	321	15869	ac0ef9d8ef834499afd0fbbe963a10bec69462b7370771df695710cb8b39e3fe
src/mechanist/KeyEarlyScreenController.java	M_src_mechanist_KeyEarlyScreenController_java	UI_RENDER	UI Render Surfaces	positioned	1	3	100	3751	84212ad800c6fc4c2f6cddd19a3494b710b0524062a951ad6ce21ef1b936299a
src/mechanist/KeyboardInputBridge.java	M_src_mechanist_KeyboardInputBridge_java	UI_INPUT	UI Input Navigation	positioned	1	5	70	3439	d40bbca6b574453f24e903e44a5af314ccb17fb2b789cbd7673a428bbba9bdec
src/mechanist/KnowledgeBranchDefinitions.java	M_src_mechanist_KnowledgeBranchDefinitions_java	WORLD_GEN	World Generation Transition	positioned	8	29	338	26944	cd024554aef4af2dc6a744073971f6633506985226dde09a52d8bfb1d7387fc1
src/mechanist/KnowledgeMenu.java	M_src_mechanist_KnowledgeMenu_java	UI_RENDER	UI Render Surfaces	positioned	2	15	260	11427	7f858ceb42a41ab89a4e867c23b5a47395b889c943978c57d642136dfa3f3e8a
src/mechanist/KnowledgeNode.java	M_src_mechanist_KnowledgeNode_java	UI_RENDER	UI Render Surfaces	positioned	2	12	72	2851	82c1bff27452356db9abc870388f19ec1f8ab2cce2d7ed3b96e003a8a32fdfb8
src/mechanist/KnowledgeQualityFramework.java	M_src_mechanist_KnowledgeQualityFramework_java	UI_RENDER	UI Render Surfaces	positioned	7	26	413	49422	6986f378560cc2778c94d8881e2c8873985f53c4633267c2786aef84f6efc060
src/mechanist/KnowledgeTree.java	M_src_mechanist_KnowledgeTree_java	UI_RENDER	UI Render Surfaces	positioned	3	20	127	5477	a98c5b40db36c1f024baf051ca1d438e3111d565dd3e71f1991708317fa61c2b
src/mechanist/LabChemicalFixtureAuthority.java	M_src_mechanist_LabChemicalFixtureAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	17	184	11023	08ea66bbe2541334068eff0635cbaddbb9fb4eb38f59b213392beeeeccfdb4fb
src/mechanist/LauncherClientServerRuntimeAuthority.java	M_src_mechanist_LauncherClientServerRuntimeAuthority_java	UI_RENDER	UI Render Surfaces	positioned	1	10	82	4826	b6087d0110826632fcc95873ee649a254887cb53f13edc4fcbd055cc74bf9629
src/mechanist/LauncherShellStateAuthority.java	M_src_mechanist_LauncherShellStateAuthority_java	UI_RENDER	UI Render Surfaces	positioned	3	12	144	7605	dd74fd26ce7d4e1b0dbfff6e842057eccfe7d41a894a83d5b80f13335291f651
src/mechanist/LayerB.java	M_src_mechanist_LayerB_java	UI_RENDER	UI Render Surfaces	positioned	1	4	24	794	56c29ac663821697fa0d4395d122d93de0ccb44c7943d44e958cfa05dce76b11
src/mechanist/LayerC.java	M_src_mechanist_LayerC_java	UI_RENDER	UI Render Surfaces	positioned	1	6	39	1415	b8004700b3286f83b55a22cad9c342f6551797e6906234692b61fc8acef550b7
src/mechanist/LayerD.java	M_src_mechanist_LayerD_java	UI_RENDER	UI Render Surfaces	positioned	1	17	147	7451	3ab1f7d5cff19c58efef9af5bdcd7ed63339126ad182b15cefb9ffb38332ef3f
src/mechanist/LayerE.java	M_src_mechanist_LayerE_java	UI_RENDER	UI Render Surfaces	positioned	1	5	27	886	ea1f7b949707af95a011b8aa8fe863b4a932aa6a7d2d128676901140cfd72e5b
src/mechanist/LayerF.java	M_src_mechanist_LayerF_java	UI_RENDER	UI Render Surfaces	positioned	1	11	69	3101	c5b81343f5cfdec35b4b8ced027d3bfd90385498b9b3177e1f12e76e93a239d2
src/mechanist/LayerG.java	M_src_mechanist_LayerG_java	UI_RENDER	UI Render Surfaces	positioned	1	10	52	1835	3ea1aca8a85bb392c1e275451aba51bf1c537e6374f079778d235e1c3eef5f91
src/mechanist/LayerH.java	M_src_mechanist_LayerH_java	UI_RENDER	UI Render Surfaces	positioned	1	8	46	1780	f3e5f0d59f31889b71123029e85e86ba8c21c8c7c40d11abbb1ced9d7441bd76
src/mechanist/LayerI.java	M_src_mechanist_LayerI_java	UI_RENDER	UI Render Surfaces	positioned	1	12	60	2054	9de7227caaca658cd701961c7267b611efe0af4e36b3413913442f27371befc5
src/mechanist/LayerJ.java	M_src_mechanist_LayerJ_java	UI_RENDER	UI Render Surfaces	positioned	1	10	41	1256	65cc4f6144a76990d007992891b26335569f606492060aa6c758202473dbd494
src/mechanist/LoadingSurfacePainter.java	M_src_mechanist_LoadingSurfacePainter_java	UI_RENDER	UI Render Surfaces	positioned	1	2	33	1312	cadaab2d68b9caf611d31da506e7cc7ef6a44f062874a817f05d00ba6d46b644
src/mechanist/LocalHostAuthGate.java	M_src_mechanist_LocalHostAuthGate_java	UI_RENDER	UI Render Surfaces	positioned	5	12	81	4197	034eb16a7e585ef26ba22c164421b58ccf7f3271096e3775dcbc1301705abd81
src/mechanist/LocalHostPanels.java	M_src_mechanist_LocalHostPanels_java	UI_RENDER	UI Render Surfaces	positioned	3	10	134	7000	0e84dd8b0f693a7b4627f7ab9e9bd9f658a15a633a6350811d346535e1614a70
src/mechanist/LocalWorldSaveStateSeparator.java	M_src_mechanist_LocalWorldSaveStateSeparator_java	UI_INPUT	UI Input Navigation	positioned	3	11	96	6283	5189bcb6f9a5f72e22df08760a7740ea04c08b55a5c253462b59863f3aa14361
src/mechanist/LoginProtectionTracker.java	M_src_mechanist_LoginProtectionTracker_java	UI_INPUT	UI Input Navigation	positioned	3	9	78	3501	91d13048dfcb70ba5cea085fa9e0a6891d846bdae11713f4ac5d72d8e18f67e5
src/mechanist/LogisticsContractLifecycleAuthority.java	M_src_mechanist_LogisticsContractLifecycleAuthority_java	UI_RENDER	UI Render Surfaces	positioned	3	19	236	13699	023db10ac3bf799a6d6fccbfcc1f19f13c0cd48048db251167cc13828735ddaa
src/mechanist/LogisticsDeliveryIntentAuthority.java	M_src_mechanist_LogisticsDeliveryIntentAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	14	172	9140	ef584297e7992d9e34326e025ae5279fe35f30974b67aab324eb6de0c94d1236
src/mechanist/LogisticsHaulFulfillmentPreflightAuthority.java	M_src_mechanist_LogisticsHaulFulfillmentPreflightAuthority_java	UI_RENDER	UI Render Surfaces	positioned	4	21	265	16426	b4515c140e9e5944f1a2ccc64c55f5a8b17cce60f4fdeb748b5c165a2a96ab03
src/mechanist/LogisticsManualHaulContractAuthority.java	M_src_mechanist_LogisticsManualHaulContractAuthority_java	UI_RENDER	UI Render Surfaces	positioned	3	16	220	13268	634d58bde9ca5d9d2d48400b73a4db2eafc01ed0b01cef0d939fa191a0b226ba
src/mechanist/LogisticsManualHaulExecutionAuthority.java	M_src_mechanist_LogisticsManualHaulExecutionAuthority_java	UI_RENDER	UI Render Surfaces	positioned	6	24	349	22425	286052a6e5265f6dd741de070ea55f2cda242fc615d9862515c7d9b9618dd5ba
src/mechanist/LogisticsReservationForecastAuthority.java	M_src_mechanist_LogisticsReservationForecastAuthority_java	UI_RENDER	UI Render Surfaces	positioned	3	12	169	8825	8f5e4e32edeb1a9b02fb4b0072df17b12842a46d578e1fb9225f6458276b0ced
src/mechanist/LogisticsRouteIntentAuthority.java	M_src_mechanist_LogisticsRouteIntentAuthority_java	UI_RENDER	UI Render Surfaces	positioned	6	16	207	11688	17cc6121322f64ac62c545dc7065abe1bb4a7f671b73b3024fa4d465aaba9dc8
src/mechanist/LogisticsRouteReadinessPreviewAuthority.java	M_src_mechanist_LogisticsRouteReadinessPreviewAuthority_java	UI_RENDER	UI Render Surfaces	positioned	3	17	195	11814	e68751dc962b5e665c6b21716df8761974e19fd5e463f869b1b90ee1b752ae20
src/mechanist/LogisticsSourceReservationAuthority.java	M_src_mechanist_LogisticsSourceReservationAuthority_java	UI_RENDER	UI Render Surfaces	positioned	3	15	166	9218	704c22fcb844c5adea6cb59c2a300b7503cff628da69ccf97e1745e07a73ff7d
src/mechanist/LogisticsStorageCandidateAuthority.java	M_src_mechanist_LogisticsStorageCandidateAuthority_java	UI_RENDER	UI Render Surfaces	positioned	3	14	147	7560	4b8a0f319e762274e274c080918cb0cbf83e6e862d8926127bc7226bf11c59ed
src/mechanist/LootDropSystemAuthority.java	M_src_mechanist_LootDropSystemAuthority_java	UI_RENDER	UI Render Surfaces	positioned	10	36	344	20139	2d8cfb1d75287dd3743dbb3e6fa9d1e9ab924efbadc0c96103a09430b24b0763
src/mechanist/MachineOperationQueue.java	M_src_mechanist_MachineOperationQueue_java	UI_RENDER	UI Render Surfaces	positioned	4	32	339	13602	8a951197143b7a7cec407b14318b1b315f190b7fb4c7775aab2486341bf4c483
src/mechanist/MachineOperationStatusBridge.java	M_src_mechanist_MachineOperationStatusBridge_java	UI_RENDER	UI Render Surfaces	positioned	1	6	127	6194	664e7a92f31109a33e2b19f1683d73ff83baba5b09d83bbc995ec52e34f39da7
src/mechanist/MainMenuSurfacePainter.java	M_src_mechanist_MainMenuSurfacePainter_java	UI_RENDER	UI Render Surfaces	positioned	1	1	76	3576	b9abf29594836ae52c6c921c3f60c59d0d8b303891d2eccb1fbdbcf949450804
src/mechanist/ManualStaffingAssignmentAuthority.java	M_src_mechanist_ManualStaffingAssignmentAuthority_java	UI_RENDER	UI Render Surfaces	positioned	1	7	92	5823	4cfe91b81cac638b8ec2cfa7267c8994be6b573d2f764b0c1dea0d8de89a3327
src/mechanist/MapLayerSurfaceAuthority.java	M_src_mechanist_MapLayerSurfaceAuthority_java	UI_RENDER	UI Render Surfaces	positioned	1	32	291	9779	467882df3f70fb608bad0f926f34a5ae65c190c78c4de4afb501bad0cf744edd
src/mechanist/MapViewportOptionsSubsystem.java	M_src_mechanist_MapViewportOptionsSubsystem_java	UI_RENDER	UI Render Surfaces	positioned	1	4	40	2250	e03ee37c8a7b71fd342f549cf76e54c548c9c6a41baa4b7cf9c61bd99ba3ac43
src/mechanist/MapViewportTransformAuthority.java	M_src_mechanist_MapViewportTransformAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	3	97	3984	9bd160d9a890cae3a0633c849e712462abe396c33798b873b37fc585c2ca9d05
src/mechanist/MasterlistAuthenticationClient.java	M_src_mechanist_MasterlistAuthenticationClient_java	UI_INPUT	UI Input Navigation	positioned	3	9	93	4525	ecbc4289d4e2195328d84550026fde28362b383f135dfdb1df22cfbfab2cf66a
src/mechanist/MechanistServerMain.java	M_src_mechanist_MechanistServerMain_java	UI_RENDER	UI Render Surfaces	positioned	2	17	207	11788	27b48cf5c26fa73c544a27cf583e9b5ccb364da7817a0be87378d4b35f4b9798
src/mechanist/MediaLayerAlpha.java	M_src_mechanist_MediaLayerAlpha_java	UNPOSITIONED	Unpositioned / Needs Map Assignment	unpositioned_error	1	2	9	128	a0f2af76923339a678b1af97fe2988d8e506b8e3f31c6554088cffaef723b805
src/mechanist/MediaRuntimeFramework.java	M_src_mechanist_MediaRuntimeFramework_java	UI_RENDER	UI Render Surfaces	positioned	3	41	553	34318	4818bb975b21b507837384f8ee5b918bae1361abf7313c6b286c04f38d4cf408
src/mechanist/MedicaeFixtureAuthority.java	M_src_mechanist_MedicaeFixtureAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	21	176	9717	3ad07fb4622608e5efc724e39e25881434ec5e29951db20f71c4748be8174d07
src/mechanist/ModContentPayload.java	M_src_mechanist_ModContentPayload_java	WORLD_GEN	World Generation Transition	positioned	7	2	79	4136	8688b5519735dbb6be6bc9004dcbdcc867164b67d33d9ff862b1932c37a5b5e9
src/mechanist/ModDataMappingVerifier.java	M_src_mechanist_ModDataMappingVerifier_java	UI_RENDER	UI Render Surfaces	positioned	1	9	86	5554	6b9d9a197ef1768f12e83a2ae5a49365938e604c93432b5037205243343ff724
src/mechanist/ModDeploymentManager.java	M_src_mechanist_ModDeploymentManager_java	UI_INPUT	UI Input Navigation	positioned	14	42	551	31136	9ade831b23577e3309900aeaca39706476b23ef2ce493dd15f3f417dee444348
src/mechanist/ModPackageValidator.java	M_src_mechanist_ModPackageValidator_java	UI_INPUT	UI Input Navigation	positioned	9	13	254	12104	5d5bc9927ade0ad3b233bbc65b5b20f061bdda54c23ca986ebc83de0fc4ecb91
src/mechanist/MouseEarlyScreenController.java	M_src_mechanist_MouseEarlyScreenController_java	UI_RENDER	UI Render Surfaces	positioned	1	4	73	2945	322eeabf54a106d45189758734d267c0f28c9b07547df19f87c1000090713e5e
src/mechanist/MouseGamePanelController.java	M_src_mechanist_MouseGamePanelController_java	UI_RENDER	UI Render Surfaces	positioned	1	3	56	2617	8bc9ad5b4d2e0939a80b386c6d6b54409f435738d36abb614820e06574e6b104
src/mechanist/MouseLateUiController.java	M_src_mechanist_MouseLateUiController_java	UI_RENDER	UI Render Surfaces	positioned	1	3	55	2357	9a817418700558b313fcb43bb26daae5707e65b4027c1bd24de312fdd0427e64
src/mechanist/MultiplayerConversionWarningDialog.java	M_src_mechanist_MultiplayerConversionWarningDialog_java	UI_RENDER	UI Render Surfaces	positioned	1	2	38	1926	1bbd2b8313d0f38fd1f93b066833cc8e689280432c15a2602d10b9b268e71959
src/mechanist/MultiplayerHostBindingService.java	M_src_mechanist_MultiplayerHostBindingService_java	RUNTIME_OPTIONS	Runtime Options	positioned	1	4	51	3574	ee25aad69f388b9a33b51cfba1aa73caf848cb63ac7f44990b6a40510d5a4abb
src/mechanist/MultiplayerMenuController.java	M_src_mechanist_MultiplayerMenuController_java	UI_RENDER	UI Render Surfaces	positioned	3	33	247	12974	bdd2b6294135ef9480e61830d6be4e2efa38d59127c46efe702aa13ed355e33e
src/mechanist/MultiplayerProtocolState.java	M_src_mechanist_MultiplayerProtocolState_java	FIXTURE_MACHINE	Fixtures Machines	positioned	1	4	17	671	54b8498984c23081435df3d93f065488b8584b6b3b03b6053ece32f8d0b79100
src/mechanist/MultiplayerRespawnManager.java	M_src_mechanist_MultiplayerRespawnManager_java	UI_INPUT	UI Input Navigation	positioned	4	7	49	2730	eca60b674c9fd63766bce11059f2775eea1ef3a108ddda09eefbaa80d744b594
src/mechanist/MultiplayerSurfacePainter.java	M_src_mechanist_MultiplayerSurfacePainter_java	UI_RENDER	UI Render Surfaces	positioned	1	1	113	6265	045b47fc93c6a9851e0fa0fe35d0afa9e09bf11e9559e25ae2edb5c24400d9ab
src/mechanist/NameLockedProfilePortraitAuthority.java	M_src_mechanist_NameLockedProfilePortraitAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	20	192	11983	5e548800d4b88dfffd1df61d7a41674e4edbd998afc1522d7398b217f4ea9278
src/mechanist/NatTraversalManager.java	M_src_mechanist_NatTraversalManager_java	RUNTIME_OPTIONS	Runtime Options	positioned	5	15	208	12546	eaa73727960f75caead2ffdc65ed888a610cfe3afe8ea60a8c5fd3ed8b260e6a
src/mechanist/NativeTcpRelayServer.java	M_src_mechanist_NativeTcpRelayServer_java	UI_RENDER	UI Render Surfaces	positioned	2	14	253	12572	3c6a8c22d3f73953e662da78bbd3e9b7b61e8bd79843456f3bd22e8c9b2f33d7
src/mechanist/NettyResourceSafetyBridge.java	M_src_mechanist_NettyResourceSafetyBridge_java	RUNTIME_OPTIONS	Runtime Options	positioned	2	5	59	2708	cdc2a52305a8f9d1a4772b56763a9e76b02fa6a7720564008503fcd513b9ae74
src/mechanist/NetworkPacketPolicer.java	M_src_mechanist_NetworkPacketPolicer_java	COMBAT_SIM	Combat Entity Simulation	positioned	2	7	37	1522	c105c99520011be98f729b0e4f988f5fe1d3ed41876199cb9a0f33c910f9ccb2
src/mechanist/NetworkPortAuthority.java	M_src_mechanist_NetworkPortAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	12	119	5602	c04e77b37ea0b65f8628807e63e52ee6cda656b54a23c5b7768e16d021f84f29
src/mechanist/NetworkThrottlingManager.java	M_src_mechanist_NetworkThrottlingManager_java	UI_INPUT	UI Input Navigation	positioned	3	22	166	7248	ff2233eec8a3558a0600517d0117b4ca5801879ea68485e4617c55750daafe31
src/mechanist/NobleEstateSecurityFixtureAuthority.java	M_src_mechanist_NobleEstateSecurityFixtureAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	16	179	11965	f6e624a9b6eee037fbc0736caddf4b87591c94f1d467af5a264c0a15989d07d9
src/mechanist/NobleEstateSecurityTier.java	M_src_mechanist_NobleEstateSecurityTier_java	RUNTIME_OPTIONS	Runtime Options	positioned	1	0	20	404	67aad934015f8e20b4715c55c3e1d2e602fe78cf87f77e79420f718d0a7d9c15
src/mechanist/NobleEstateStamp.java	M_src_mechanist_NobleEstateStamp_java	UI_INPUT	UI Input Navigation	positioned	1	1	32	892	ee8e7d0f054170108d27a87914da9556ab86c6c486a767c8b8808746faba6641
src/mechanist/NobleEstateStampGenerator.java	M_src_mechanist_NobleEstateStampGenerator_java	UI_INPUT	UI Input Navigation	positioned	1	1	56	1880	1cdf6d6a0553a82d04bb33eca669bb3bbc8e115daf6fd100ce82096d3243181a
src/mechanist/NpcTurnBudgetScheduler.java	M_src_mechanist_NpcTurnBudgetScheduler_java	UI_RENDER	UI Render Surfaces	positioned	3	5	123	5313	8e18cd31e199d6eda152f5fb42a282f03c81169fffaa83e9393a135248dbca98
src/mechanist/ObfuscatedStringTable.java	M_src_mechanist_ObfuscatedStringTable_java	UI_INPUT	UI Input Navigation	positioned	2	3	50	5242	d6f765730b974c9e93e83c9c886df0f959123484df34e84d307569138ba6c8bc
src/mechanist/ObjectSemanticAssetAuthority.java	M_src_mechanist_ObjectSemanticAssetAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	18	258	11492	06434593a3e0eec04d36d2b71b7725133bb219423e30a68a116ad47389ee7d20
src/mechanist/OperationTargetRegistry.java	M_src_mechanist_OperationTargetRegistry_java	UI_INPUT	UI Input Navigation	positioned	4	2	127	8076	690ecbc4fedc1ac24865e5bbd6496b28181e8fc70adb1214aa586ba7cc251952
src/mechanist/OptionsDropdownMouseController.java	M_src_mechanist_OptionsDropdownMouseController_java	UI_RENDER	UI Render Surfaces	positioned	1	2	23	910	cff44282b6420a81792c226e4ee4965bb25a2af0893eb14495621febb93013b0
src/mechanist/OptionsScreenPainter.java	M_src_mechanist_OptionsScreenPainter_java	UI_RENDER	UI Render Surfaces	positioned	4	20	232	14258	24b05cc0bba8a2f70df150319a7e1f5c8f49afebc7ab0775a80d65622a97af70
src/mechanist/PacketRateLimiter.java	M_src_mechanist_PacketRateLimiter_java	COMBAT_SIM	Combat Entity Simulation	positioned	1	6	50	1610	65830c69351a707d113163f3b03347144bc06876b6bbb0f58103e5e392d6cddc
src/mechanist/PacketSequenceValidator.java	M_src_mechanist_PacketSequenceValidator_java	UI_RENDER	UI Render Surfaces	positioned	4	8	90	4733	45984de5824082c17dd7b2c7923ac1b56b72e361601bf1ab9c9222639b328707
src/mechanist/PanelTargetingController.java	M_src_mechanist_PanelTargetingController_java	UI_RENDER	UI Render Surfaces	positioned	1	2	30	1262	47b25cfc0cc9c7b34cc18b74e6901b5fb134cc9a98d62e05c669c4d8d78b5e63
src/mechanist/PassiveDefenseEffectsAuthority.java	M_src_mechanist_PassiveDefenseEffectsAuthority_java	UI_RENDER	UI Render Surfaces	positioned	2	11	137	7576	9b3563f4d739e30d1a0578a7fd3c669e30ddce6262deba1d5b46bc0b71638122
